[10/23/2025 12:03:47.527 AM] Message  || User: m_digio             || Channel: #bot-spam                            || Content: Stupid
[10/23/2025 02:10:13.109 AM] Action   || Name: profile_update_e... || Trigger: id=67                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:13.109 AM] Action   || Name: profile_update_f... || Trigger: count=9                              || Output: 1,2,4,5,6,7,9,17,67
[10/23/2025 02:10:13.119 AM] Action   || Name: profiles_scheduler  || Trigger: update_all                           || Output: ran
[10/23/2025 02:10:14.334 AM] Action   || Name: profile_update_e... || Trigger: id=1                                 || Output: 404 Not Found (error code: 10008): Unknown Message
[10/23/2025 02:10:14.384 AM] Action   || Name: profile_update_e... || Trigger: id=2                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.413 AM] Action   || Name: profile_update_e... || Trigger: id=4                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.445 AM] Action   || Name: profile_update_e... || Trigger: id=5                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.490 AM] Action   || Name: profile_update_e... || Trigger: id=6                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.525 AM] Action   || Name: profile_update_e... || Trigger: id=7                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.553 AM] Action   || Name: profile_update_e... || Trigger: id=9                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.606 AM] Action   || Name: profile_update_e... || Trigger: id=17                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.636 AM] Action   || Name: profile_update_e... || Trigger: id=67                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:14.637 AM] Action   || Name: profile_update_f... || Trigger: count=9                              || Output: 1,2,4,5,6,7,9,17,67
[10/23/2025 02:10:14.638 AM] Action   || Name: profiles_scheduler  || Trigger: update_all                           || Output: ran
[10/23/2025 02:10:16.037 AM] Action   || Name: profile_update_e... || Trigger: id=1                                 || Output: 404 Not Found (error code: 10008): Unknown Message
[10/23/2025 02:10:16.089 AM] Action   || Name: profile_update_e... || Trigger: id=2                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.116 AM] Action   || Name: profile_update_e... || Trigger: id=4                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.197 AM] Action   || Name: profile_update_e... || Trigger: id=5                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.228 AM] Action   || Name: profile_update_e... || Trigger: id=6                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.260 AM] Action   || Name: profile_update_e... || Trigger: id=7                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.309 AM] Action   || Name: profile_update_e... || Trigger: id=9                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.324 AM] Action   || Name: profile_update_e... || Trigger: id=17                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.356 AM] Action   || Name: profile_update_e... || Trigger: id=67                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/23/2025 02:10:16.356 AM] Action   || Name: profile_update_f... || Trigger: count=9                              || Output: 1,2,4,5,6,7,9,17,67
[10/23/2025 02:10:16.372 AM] Action   || Name: profiles_scheduler  || Trigger: update_all                           || Output: ran
[10/23/2025 02:42:35.217 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/23/2025 02:42:35.217 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/23/2025 02:42:35.217 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/23/2025 02:42:53.851 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/23/2025 02:42:53.851 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/23/2025 02:42:53.851 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/23/2025 02:50:12.433 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/23/2025 02:50:12.433 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/23/2025 02:50:12.433 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/23/2025 03:00:00.016 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:00.016 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:00.026 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:00.028 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:00.028 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:00.030 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:00.032 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:00.034 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:00.034 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:00.036 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:00.038 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:00.038 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.147 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.147 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.147 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.153 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.153 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.153 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.153 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.153 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.160 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.162 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.162 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.162 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.169 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.179 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.181 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.184 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.195 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.195 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.200 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.200 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.200 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.200 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.207 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.207 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:00:01.207 AM] Action   || Name: dues_portal_hist... || Trigger: ch=928060549089087538                || Output: Cannot connect to host discord.com:443 ssl:default [getaddrinfo failed]
[10/23/2025 03:00:01.207 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/23/2025 03:00:01.214 AM] Action   || Name: dues_membership_... || Trigger: read                                 || Output: HTTPSConnectionPool(host='sheets.googleapis.com', port=443): Max retr...
[10/23/2025 03:00:01.216 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/23/2025 03:19:54.180 AM] Online   || User: Tom Cat#8337        || Guilds: 2                                    
[10/23/2025 03:19:55.594 AM] Health   || Component: image_tab      || Status: ok                                    || channel_id=551084964318543904 tab=TCBPicsInput
[10/23/2025 03:19:56.026 AM] Health   || Component: image_tab      || Status: ok                                    || channel_id=639882573199441930 tab=TCBPicsInput
[10/23/2025 03:19:56.443 AM] Health   || Component: image_tab      || Status: ok                                    || channel_id=1341696618688286720 tab=TCBPicsInput
[10/23/2025 03:19:56.850 AM] Health   || Component: image_tab      || Status: ok                                    || channel_id=1344745306620694558 tab=TCBVetBillInput
[10/23/2025 03:19:57.075 AM] Health   || Component: feeding_tab    || Status: ok                                   
[10/23/2025 05:51:06.617 AM] Message  || User: silver0223          || Channel: #feeding-team                        || Content: <:wuuh:1331331057076932750>
[10/23/2025 07:25:10.365 AM] Message  || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || Content: Why did i get an email saying i need to do my hazing module again??
[10/23/2025 07:34:03.461 AM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="Why did i get an email saying i need to ..." by m_digio
[10/23/2025 08:01:20.878 AM] Message  || User: adeyumii            || Channel: #report-new-cats                     || Content: Saw a kitten near the General Academic Classroom Building. White wit...
[10/23/2025 08:03:56.609 AM] Message  || User: adeyumii            || Channel: #report-new-cats                     || Content: Ummm since theres a bunch of fast food names in that area, their nam...
[10/23/2025 08:04:00.424 AM] Message  || User: adeyumii            || Channel: #report-new-cats                     || Content: (ronald mcdonald)
[10/23/2025 08:08:28.289 AM] Message  || User: m_digio             || Channel: #report-new-cats                     || Content: thats so cute😭
[10/23/2025 08:08:41.762 AM] Message  || User: m_digio             || Channel: #report-new-cats                     || Content: Yeah we got some black cats there too
[10/23/2025 08:08:48.600 AM] Message  || User: m_digio             || Channel: #report-new-cats                     || Content: Tbh wouldnt mind getting a station there
[10/23/2025 08:11:54.803 AM] Message  || User: adeyumii            || Channel: #report-new-cats                     || Content: yea we have wing, stop, and bdubz
[10/23/2025 08:15:00.463 AM] React+   || User: m_digio             || Channel: #report-new-cats                     || emoji=❤️; msg="yea we have wing, stop, and bdubz" by adeyumii
[10/23/2025 08:16:19.179 AM] Message  || User: m_digio             || Channel: #announcements                       || Content: @​everyone Thanksgiving is roughly a month away! We will have an alt...
[10/23/2025 08:16:28.154 AM] Edit     || User: m_digio             || Channel: #announcements                       || @​everyone Thanksgiving is roughly a month away! We will have an alternative ...
[10/23/2025 08:17:49.044 AM] Message  || User: m_digio             || Channel: #events                              || Content: @​here those of you who will be attending the party, please please g...
[10/23/2025 08:20:31.389 AM] React+   || User: reyesthighs         || Channel: #events                              || emoji=😭; msg="I get tired or we sell out" by m_digio
[10/23/2025 08:21:09.644 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Ive mentioned it but like fr want to do this if it works with yall, ...
[10/23/2025 08:21:20.599 AM] Message  || User: reyesthighs         || Channel: #events                              || Content: I am not attending but you need the Hocus Pocus version of One Way O...
[10/23/2025 08:21:27.332 AM] React+   || User: moineau_l.oiseau    || Channel: #events                              || emoji=🤣; msg="I am not attending but you need the Hocu..." by reyesthighs
[10/23/2025 08:21:29.716 AM] React+   || User: moineau_l.oiseau    || Channel: #events                              || emoji=🔥; msg="I am not attending but you need the Hocu..." by reyesthighs
[10/23/2025 08:21:47.634 AM] Message  || User: reyesthighs         || Channel: #events                              || Content: And of course the classic monster mash, thriller, and this is halloween
[10/23/2025 08:22:03.448 AM] Message  || User: reyesthighs         || Channel: #events                              || Content: and I Put A Spell On You from Hocus Pocus
[10/23/2025 08:22:10.528 AM] React+   || User: m_digio             || Channel: #events                              || emoji=🔥; msg="And of course the classic monster mash, ..." by reyesthighs
[10/23/2025 08:22:11.435 AM] React+   || User: m_digio             || Channel: #events                              || emoji=🔥; msg="I am not attending but you need the Hocu..." by reyesthighs
[10/23/2025 08:22:14.063 AM] React+   || User: m_digio             || Channel: #events                              || emoji=🔥; msg="and I Put A Spell On You from Hocus Pocu..." by reyesthighs
[10/23/2025 08:22:33.801 AM] React+   || User: reyesthighs         || Channel: #yapper-committee                    || emoji=😭; msg="i bought a 5th talk talking witch and my..." by kcreepertux04
[10/23/2025 08:23:39.013 AM] Message  || User: reyesthighs         || Channel: #itty-bitty-kitty-commitee           || Content: Picl is not an "unnaficial campus cat" she is my landlord show some ...
[10/23/2025 08:24:16.997 AM] Message  || User: slayc127            || Channel: #events                              || Content: some beetlejuice the musical would be nice
[10/23/2025 08:24:17.534 AM] Message  || User: reyesthighs         || Channel: #itty-bitty-kitty-commitee           || Content: also HOW did you get so close to her?? she doesn't let me get anywhe...
[10/23/2025 08:24:38.697 AM] React+   || User: m_digio             || Channel: #events                              || emoji=🔥; msg="some beetlejuice the musical would be ni..." by slayc127
[10/23/2025 08:24:44.480 AM] React+   || User: malibubarbie1200    || Channel: #yapper-committee                    || emoji=😭; msg="i bought a 5th talk talking witch and my..." by kcreepertux04
[10/23/2025 08:24:48.005 AM] React+   || User: moineau_l.oiseau    || Channel: #itty-bitty-kitty-commitee           || emoji=🥹; msg="Toothless getting some “Wetter Food” aft..." by austinbaustinb
[10/23/2025 08:24:50.716 AM] React+   || User: moineau_l.oiseau    || Channel: #itty-bitty-kitty-commitee           || emoji=❤️; msg="Toothless getting some “Wetter Food” aft..." by austinbaustinb
[10/23/2025 08:25:04.275 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: getting to campus so early and i forgot tube treats for snickers 💔🥀
[10/23/2025 08:25:11.207 AM] React+   || User: .s3j                || Channel: #events                              || emoji=‼️; msg="some beetlejuice the musical would be ni..." by slayc127
[10/23/2025 08:25:55.996 AM] React+   || User: moineau_l.oiseau    || Channel: #itty-bitty-kitty-commitee           || emoji=‼️; msg="itz fine to keep her here but pet pics i..." by slayc127
[10/23/2025 08:25:56.275 AM] React+   || User: moineau_l.oiseau    || Channel: #itty-bitty-kitty-commitee           || emoji=👍; msg="itz fine to keep her here but pet pics i..." by slayc127
[10/23/2025 08:26:04.382 AM] Message  || User: wingoffire2255      || Channel: #events                              || Content: You gotta do This is Halloween from the nightmare before Christmas
[10/23/2025 08:26:16.858 AM] React+   || User: moineau_l.oiseau    || Channel: #itty-bitty-kitty-commitee           || emoji=🤣; msg="Picl is not an "unnaficial campus cat" s..." by reyesthighs
[10/23/2025 08:27:16.535 AM] Message  || User: .s3j                || Channel: #events                              || Content: Whole nightmare before Christmas soundtrack
[10/23/2025 08:29:06.147 AM] Message  || User: m_digio             || Channel: #events                              || Content: https://tenor.com/view/mark-cuban-shark-tank-notes-taking-notes-reme...
[10/23/2025 08:29:32.379 AM] Message  || User: the.lemonade.stand  || Channel: #executive-board                     || Content: would you rather provide the crochet cats every other month? that wa...
[10/23/2025 08:29:44.662 AM] Message  || User: lance030315         || Channel: #bot-spam                            || Content: Tomcat show me redacted
[10/23/2025 08:29:44.663 AM] Intent   || show_photo                ||                                               || cat=Redacted
[10/23/2025 08:29:44.679 AM] Action   || Name: muted_send          || Trigger: channel=#bot-spam                    || Output: embed
[10/23/2025 08:29:54.576 AM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=‼️; msg="would you rather provide the crochet cat..." by the.lemonade.s...
[10/23/2025 08:30:05.973 AM] Message  || User: lance030315         || Channel: #bot-spam                            || Content: Tomcat show me Microwave
[10/23/2025 08:30:05.973 AM] Intent   || show_photo                ||                                               || cat=Microwave
[10/23/2025 08:30:06.183 AM] Action   || Name: muted_send          || Trigger: channel=#bot-spam                    || Output: embed
[10/23/2025 08:30:07.947 AM] Action   || Name: show_cache_downl... || Trigger: https://drive.google.com/uc?expor... || Output: sn=6156 attempt=1 size=1558979
[10/23/2025 08:31:06.500 AM] Message  || User: starr8968           || Channel: #itty-bitty-kitty-commitee           || Content: Guys that banana bread
[10/23/2025 08:31:10.434 AM] Message  || User: starr8968           || Channel: #itty-bitty-kitty-commitee           || Content: Was peak
[10/23/2025 08:31:19.778 AM] Message  || User: starr8968           || Channel: #itty-bitty-kitty-commitee           || Content: From the bake sale yesterday))
[10/23/2025 08:32:34.727 AM] React+   || User: spitonme            || Channel: #bot-spam                            || emoji=🐙; msg="wild" by a1darek
[10/23/2025 08:33:10.203 AM] React+   || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || emoji=🐙; msg="Guys that banana bread" by starr8968
[10/23/2025 08:33:25.369 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: I don't mind making a few at each bakesale, i just can't make any fo...
[10/23/2025 08:33:38.018 AM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="getting to campus so early and i forgot ..." by slayc127
[10/23/2025 08:34:51.058 AM] React+   || User: m_digio             || Channel: #itty-bitty-kitty-commitee           || emoji=🔥; msg="Was peak" by starr8968
[10/23/2025 08:38:08.157 AM] React+   || User: slayc127            || Channel: #itty-bitty-kitty-commitee           || emoji=🐙; msg="Guys that banana bread" by starr8968
[10/23/2025 08:38:08.628 AM] React+   || User: slayc127            || Channel: #itty-bitty-kitty-commitee           || emoji=🔥; msg="Was peak" by starr8968
[10/23/2025 08:39:48.505 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: thatz very okay!
[10/23/2025 08:42:04.239 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: no snickers 💔
[10/23/2025 08:42:08.121 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: getting breakfast to cope
[10/23/2025 08:44:53.332 AM] Message  || User: cici4f3             || Channel: #yapper-committee                    || Content: NOOOO
[10/23/2025 08:45:15.229 AM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: im actually devastated thats the whole reason i came so early (ignor...
[10/23/2025 08:47:01.611 AM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: tried to catch him while he was in his yoga pose but he got embarassed
[10/23/2025 08:47:02.403 AM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=4
[10/23/2025 08:47:43.297 AM] React+   || User: m_digio             || Channel: #pictures-of-the-cats                || emoji=❤️; msg="tried to catch him while he was in his y..." by slayc127
[10/23/2025 08:48:48.179 AM] Message  || User: baseketballin       || Channel: #itty-bitty-kitty-commitee           || Content: twas walking to the front
[10/23/2025 08:48:51.552 AM] Message  || User: baseketballin       || Channel: #itty-bitty-kitty-commitee           || Content: i see her
[10/23/2025 08:48:54.670 AM] Message  || User: baseketballin       || Channel: #itty-bitty-kitty-commitee           || Content: she pauses
[10/23/2025 08:48:56.935 AM] Message  || User: baseketballin       || Channel: #itty-bitty-kitty-commitee           || Content: photo!
[10/23/2025 08:49:01.513 AM] Message  || User: baseketballin       || Channel: #itty-bitty-kitty-commitee           || Content: then she leaves
[10/23/2025 08:49:08.366 AM] Message  || User: adeyumii            || Channel: #itty-bitty-kitty-commitee           || Content: average picl behavior
[10/23/2025 08:49:13.857 AM] Message  || User: adeyumii            || Channel: #itty-bitty-kitty-commitee           || Content: she does that for me in the early AM sometimes
[10/23/2025 08:49:42.764 AM] Message  || User: reyesthighs         || Channel: #itty-bitty-kitty-commitee           || Content: oh yeah thats about what she does for me. It looked like she was app...
[10/23/2025 08:49:54.045 AM] Message  || User: reyesthighs         || Channel: #itty-bitty-kitty-commitee           || Content: if only the lease didn't forbid us from feeding the Picl
[10/23/2025 08:50:00.099 AM] Message  || User: reyesthighs         || Channel: #itty-bitty-kitty-commitee           || Content: <:Anguish:836408787249266698>
[10/23/2025 08:52:42.714 AM] Message  || User: spitonme            || Channel: #events                              || Content: under our spell by the dazzlings
this day aria 
somebody’s watching ...
[10/23/2025 08:54:08.068 AM] React+   || User: celeryiscelery      || Channel: #executive-board                     || emoji=<:gaga:1413361490634870969>; msg="Ive mentioned it but like fr want to ...
[10/23/2025 08:55:31.814 AM] React+   || User: spitonme            || Channel: #report-new-cats                     || emoji=🐙; msg="yea we have wing, stop, and bdubz" by adeyumii
[10/23/2025 08:56:05.614 AM] Message  || User: celeryiscelery      || Channel: #executive-board                     || Content: take your time to rest. yesterday’s bake sale helped a bunch and the...
[10/23/2025 08:56:32.970 AM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="im actually devastated thats the whole r..." by slayc127
[10/23/2025 08:57:10.820 AM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=‼️; msg="take your time to rest. yesterday’s bake..." by celeryiscelery
[10/23/2025 08:57:15.491 AM] React+   || User: m_digio             || Channel: #executive-board                     || emoji=🫶; msg="take your time to rest. yesterday’s bake..." by celeryiscelery
[10/23/2025 08:57:19.522 AM] Message  || User: spitonme            || Channel: #events                              || Content: we are the crystal gems and love like u from steven universe
[10/23/2025 08:57:45.172 AM] Message  || User: spitonme            || Channel: #events                              || Content: Im just your problem frim advebture time
[10/23/2025 08:57:50.908 AM] React+   || User: simplyshadow171295  || Channel: #events                              || emoji=‼️; msg="Whole nightmare before Christmas soundtr..." by .s3j
[10/23/2025 08:57:51.631 AM] Message  || User: m_digio             || Channel: #events                              || Content: Those don't sound spooky /j
[10/23/2025 08:57:56.816 AM] React+   || User: slayc127            || Channel: #events                              || emoji=😆; msg="Those don't sound spooky /j" by m_digio
[10/23/2025 08:59:11.614 AM] React+   || User: spitonme            || Channel: #events                              || emoji=🐙; msg="Those don't sound spooky /j" by m_digio
[10/23/2025 09:02:51.678 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Just since i won't be making any cats or attending the student marke...
[10/23/2025 09:06:02.934 AM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: looked up uta auctions and found this,,, is this fye?
[10/23/2025 09:06:05.675 AM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[10/23/2025 09:11:00.599 AM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: gah
[10/23/2025 09:11:04.411 AM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: from simsies story
[10/23/2025 09:14:23.925 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg=1430920221044244601
[10/23/2025 09:21:06.030 AM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=❤️; msg="tried to catch him while he was in his y..." by slayc127
[10/23/2025 09:21:23.096 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="gah" by slayc127
[10/23/2025 09:24:03.625 AM] Message  || User: baseketballin       || Channel: #pictures-of-the-cats                || Content: you are Not entering the army brochacho
[10/23/2025 09:24:04.302 AM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[10/23/2025 09:24:11.732 AM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=😭; msg="you are Not entering the army brochacho" by baseketballin
