[11/07/2025 12:50:21.327 AM] Message  || User: mochenoch           || Channel: #bot-spam                            || Content: Ok
[11/07/2025 10:08:59.102 AM] Intent   || feed_update               ||                                               || station=Lot 50; dates=['2025-11-03', '2025-11-10']
[11/07/2025 10:08:59.102 AM] Action   || Name: feed_update_ignored || Trigger: station=Lot 50                       || Output: channel_blocked:551083506739183621
[11/07/2025 10:08:59.102 AM] Action   || Name: feed_update_ignored || Trigger: station=Microwave                    || Output: channel_blocked:551083506739183621
[11/07/2025 10:09:01.855 AM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: crazy schedule, make sure to take care of yourself
[11/07/2025 10:09:03.170 AM] React+   || User: spitonme            || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:17.948 AM] React+   || User: po1ntzero           || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:28.960 AM] React+   || User: tmnt_fanatic        || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:35.087 AM] React+   || User: thedan5000          || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:36.109 AM] React+   || User: izzyballz           || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:36.742 AM] React+   || User: simplyshadow171295  || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:36.839 AM] React+   || User: izzyballz           || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:36.871 AM] React+   || User: izzyballz           || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:37.137 AM] React+   || User: mochenoch           || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:38.174 AM] React+   || User: mochenoch           || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:39.199 AM] React+   || User: salquinn            || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:40.245 AM] React+   || User: simplyshadow171295  || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:41.151 AM] Message  || User: bryangreg.          || Channel: #introductions                       || Content: Giving away a PS5 to anyone who's interested! I'm upgrading my gamin...
[11/07/2025 10:09:41.186 AM] Action   || Name: spam_detect_debug   || Trigger: user=1431298720322027593; ch=5510... || Output: score=5; phrases=dm_if_interested; regex=\b(?:dm|pm|message|text)\s+m...
[11/07/2025 10:09:41.261 AM] React+   || User: mochenoch           || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:41.472 AM] Spam     || User: bryangreg.          || Channel: #introductions                       || decision=deleted; reason=rules
[11/07/2025 10:09:41.472 AM] Action   || Name: send_suppressed     || Trigger: ch=842975801934217276                || Output: Spam Message Detected User: @bryangreg. (1431298720322027593) Message...
[11/07/2025 10:09:41.472 AM] Delete   || User: bryangreg.          || Channel: #introductions                       || Content: Giving away a PS5 to anyone who's interested! I'm upgrading my gamin...
[11/07/2025 10:09:43.107 AM] React+   || User: salquinn            || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:43.251 AM] React+   || User: n33fy               || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:44.206 AM] React+   || User: salquinn            || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:45.254 AM] React+   || User: thedan5000          || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:46.243 AM] React+   || User: n33fy               || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:47.295 AM] React+   || User: doggo53             || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:48.107 AM] React+   || User: doggo53             || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:49.195 AM] React+   || User: archeafire          || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:50.235 AM] React+   || User: .s3j                || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:51.213 AM] React+   || User: doggo53             || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:52.199 AM] React+   || User: doggo53             || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:53.105 AM] React+   || User: n33fy               || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:54.201 AM] React+   || User: mochenoch           || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:09:55.247 AM] React+   || User: .s3j                || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:56.183 AM] React+   || User: chimkenmcnummet     || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:09:57.211 AM] React+   || User: .s3j                || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:58.126 AM] React+   || User: .s3j                || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:09:59.230 AM] React+   || User: lemonelon_          || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:10:00.255 AM] React+   || User: lemonelon_          || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:10:01.275 AM] React+   || User: arend0745           || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:10:03.113 AM] React+   || User: mochenoch           || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:03.258 AM] React-   || User: unknown             || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:04.268 AM] React+   || User: simplyshadow171295  || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:05.210 AM] React+   || User: m_digio             || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:06.458 AM] React+   || User: m_digio             || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:07.099 AM] React+   || User: simplyshadow171295  || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:10:12.147 AM] React+   || User: bluedragon5864      || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:10:12.311 AM] React+   || User: ratcorn.            || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:12.324 AM] React+   || User: ratcorn.            || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:12.342 AM] React+   || User: ratcorn.            || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:12.423 AM] React+   || User: ratcorn.            || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:10:15.300 AM] React+   || User: ratcorn.            || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:10:15.486 AM] React+   || User: abstractly_         || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:16.340 AM] React+   || User: le_nuit_sans_fin    || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:17.340 AM] React+   || User: .laramie            || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:21.268 AM] React+   || User: maxie6              || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:28.880 AM] React+   || User: dietsprigatito      || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:30.724 AM] React+   || User: dietsprigatito      || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:10:36.060 AM] React+   || User: cheshire2534        || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:52.400 AM] React+   || User: _costco_wholesale_  || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:52.947 AM] React+   || User: _costco_wholesale_  || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:10:53.611 AM] React+   || User: _costco_wholesale_  || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:54.447 AM] React+   || User: izzyballz           || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:10:55.272 AM] React+   || User: izzyballz           || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:11:42.399 AM] React+   || User: darkbluedove        || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:11:42.703 AM] React+   || User: darkbluedove        || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:11:43.236 AM] React+   || User: darkbluedove        || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:11:43.857 AM] React+   || User: darkbluedove        || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:11:44.444 AM] React+   || User: darkbluedove        || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:11:46.730 AM] React+   || User: siahsi              || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:11:47.914 AM] React+   || User: siahsi              || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:09.030 AM] React+   || User: wingoffire2255      || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:18.463 AM] React+   || User: simplyshadow171295  || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:19.656 AM] React+   || User: alightwood          || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:22.444 AM] React+   || User: orphean_            || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:12:27.128 AM] React+   || User: _costco_wholesale_  || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:27.534 AM] React+   || User: orphean_            || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:12:27.558 AM] React+   || User: _costco_wholesale_  || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:12:38.753 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:39.248 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:39.440 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:12:40.004 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:12:40.693 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:12:41.159 AM] React+   || User: baseketballin       || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:03.373 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:13:03.492 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:05.374 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:13:06.149 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:09.112 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🥺; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:12.003 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:sobbing:828777375876907038>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:13:16.809 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=😭; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:34.106 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:catgasp:933093804934852608>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:13:43.364 AM] React+   || User: austinbaustinb      || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:53.480 AM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:sadmic:933102785610776606>; msg="hi @​everyone, last month we got new...
[11/07/2025 10:13:55.909 AM] React-   || User: unknown             || Channel: #announcements                       || emoji=<:catgasp:933093804934852608>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:13:57.086 AM] React-   || User: unknown             || Channel: #announcements                       || emoji=😭; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:13:57.588 AM] React-   || User: unknown             || Channel: #announcements                       || emoji=<:sadmic:933102785610776606>; msg="hi @​everyone, last month we got new...
[11/07/2025 10:14:07.058 AM] React+   || User: austinbaustinb      || Channel: #executive-board                     || emoji=‼️; msg="i want us to not just ignore when we hav..." by slayc127
[11/07/2025 10:14:33.972 AM] React+   || User: petrichor           || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:14:34.920 AM] React+   || User: petrichor           || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:14:40.702 AM] React+   || User: petrichor           || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:14:41.185 AM] React+   || User: petrichor           || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:14:43.018 AM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: wait we lowk have the same 3300 class
[11/07/2025 10:14:46.063 AM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: #unplanned
[11/07/2025 10:15:01.545 AM] React+   || User: pancakemixteamdj    || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:14.685 AM] React+   || User: yaeji               || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:32.388 AM] React+   || User: that.colombian      || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:34.124 AM] React+   || User: that.colombian      || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:15:43.620 AM] React+   || User: melennui            || Channel: #announcements                       || emoji=🕯️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:49.866 AM] React+   || User: kc.yt               || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:52.705 AM] React+   || User: switchysan          || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:15:53.269 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: lmao
[11/07/2025 10:15:59.518 AM] React+   || User: yaeji               || Channel: #introductions                       || emoji=😭; msg="oh im gonna like you" by spitonme
[11/07/2025 10:16:04.079 AM] React+   || User: yaeji               || Channel: #introductions                       || emoji=❤️; msg="oh im gonna like you" by spitonme
[11/07/2025 10:16:05.804 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: were you infront of ransom?
[11/07/2025 10:16:45.691 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:46.124 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:46.483 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:16:46.916 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:47.408 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:16:48.089 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🥺; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:52.726 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=<:sobbing:828777375876907038>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:16:52.920 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🫂; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:52.920 AM] React-   || User: unknown             || Channel: #announcements                       || emoji=🕯️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:52.936 AM] React+   || User: not_d3fault_1420    || Channel: #announcements                       || emoji=<:sobbing:828777375876907038>; msg="hi @​everyone, last month we got ne...
[11/07/2025 10:16:53.005 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🕯️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:54.894 AM] React+   || User: not_d3fault_1420    || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:55.085 AM] React+   || User: .bettercalljack     || Channel: #announcements                       || emoji=🕯️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:56.026 AM] React+   || User: not_d3fault_1420    || Channel: #announcements                       || emoji=🕯️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:16:58.948 AM] React+   || User: not_d3fault_1420    || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:17:00.504 AM] React+   || User: not_d3fault_1420    || Channel: #announcements                       || emoji=<:angelrat:882801855762145350>; msg="hi @​everyone, last month we got n...
[11/07/2025 10:17:16.410 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: you should so consider dr. tracy munk-martin - she’s a goddess on ea...
[11/07/2025 10:17:42.624 AM] React+   || User: imanol2004          || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:17:48.217 AM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=🐙; msg="I’m just happy I won’t be on campus for ..." by pancakemixteamdj
[11/07/2025 10:17:55.671 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Okay so I'm not trying to argue if that is how this comes off but, i...
[11/07/2025 10:17:56.041 AM] React+   || User: strype9             || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:18:08.247 AM] React+   || User: .bettercalljack     || Channel: #pictures-of-the-cats                || emoji=😆; msg="Are we sure he hasn't been possessed by ..." by adeyumii
[11/07/2025 10:18:21.506 AM] React+   || User: a1darek             || Channel: #pictures-of-the-cats                || emoji=😆; msg="bro is claiming his veteran’s benefits‼️" by simplyshadow171295
[11/07/2025 10:18:27.781 AM] React+   || User: _rambone_           || Channel: #executive-board                     || emoji=‼️; msg="i want us to not just ignore when we hav..." by slayc127
[11/07/2025 10:18:44.728 AM] React+   || User: kitadan             || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:18:51.779 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436379624807469158
[11/07/2025 10:18:52.410 AM] React+   || User: bryangreg.          || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:19:02.802 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=😆; msg="bro is claiming his veteran’s benefits‼️" by simplyshadow171295
[11/07/2025 10:19:06.699 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436381671657181348
[11/07/2025 10:19:24.623 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: ok goated
[11/07/2025 10:20:02.567 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: you should’ve seen the first drafts i was set to be on campus for 13...
[11/07/2025 10:20:12.284 AM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=😭; msg="you should’ve seen the first drafts i wa..." by izzyballz
[11/07/2025 10:20:21.079 AM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: submitted my form for officer
[11/07/2025 10:20:25.525 AM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: fingers crossed
[11/07/2025 10:20:26.525 AM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=🎉; msg="submitted my form for officer" by mochenoch
[11/07/2025 10:20:29.190 AM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🎉; msg="submitted my form for officer" by mochenoch
[11/07/2025 10:20:33.268 AM] React+   || User: kitadan             || Channel: #yapper-committee                    || emoji=🎉; msg="submitted my form for officer" by mochenoch
[11/07/2025 10:21:13.286 AM] React+   || User: izzydoa             || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:21:15.059 AM] React+   || User: audbee14            || Channel: #announcements                       || emoji=🫡; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:21:19.640 AM] React+   || User: anjaylooloo         || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:21:45.234 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: i personally think if an injury persists for more than 3-5 days, we ...
[11/07/2025 10:21:53.211 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=😆; msg="Bye I guess , he walking towards where s..." by pancakemixteamdj
[11/07/2025 10:21:54.556 AM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: @Pancake(Chris/topher) twix is out if you want to see her
[11/07/2025 10:22:02.720 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=😭; msg=1436384295035076699
[11/07/2025 10:22:03.081 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436384295035076699
[11/07/2025 10:22:10.259 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=😆; msg="Are we sure he hasn't been possessed by ..." by adeyumii
[11/07/2025 10:22:16.499 AM] React+   || User: moineau_l.oiseau    || Channel: #pictures-of-the-cats                || emoji=‼️; msg="Bro didn’t want any of us finding him to..." by pancakemixteamdj
[11/07/2025 10:22:34.610 AM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: i currently have like 5 classes next semester. I was going to do 6 b...
[11/07/2025 10:22:46.000 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: im not sure 3-5 days is the best way of defining the timeframe eithe...
[11/07/2025 10:22:46.278 AM] Message  || User: pancakemixteamdj    || Channel: #yapper-committee                    || Content: Unfort I have a language quiz in 40 mins I need to review for
[11/07/2025 10:22:48.632 AM] React+   || User: kukieari            || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:22:56.387 AM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: Smh
[11/07/2025 10:23:11.283 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="you should’ve seen the first drafts i wa..." by izzyballz
[11/07/2025 10:23:12.246 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=🎉; msg="submitted my form for officer" by mochenoch
[11/07/2025 10:23:21.085 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=‼️; msg="once i get confirmation i would like to ..." by slayc127
[11/07/2025 10:23:23.450 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=😭; msg="once i get confirmation i would like to ..." by slayc127
[11/07/2025 10:23:24.249 AM] React+   || User: moineau_l.oiseau    || Channel: #executive-board                     || emoji=‼️; msg="Thats really sweet message" by m_digio
[11/07/2025 10:23:44.801 AM] React+   || User: not_d3fault_1420    || Channel: #yapper-committee                    || emoji=🎉; msg="submitted my form for officer" by mochenoch
[11/07/2025 10:23:46.574 AM] React+   || User: juiceboks.          || Channel: #announcements                       || emoji=❤️; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:23:51.554 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[11/07/2025 10:23:52.671 AM] React+   || User: vasyline            || Channel: #announcements                       || emoji=🐙; msg="hi @​everyone, last month we got news on..." by slayc127
[11/07/2025 10:23:57.398 AM] Message  || User: ludavis             || Channel: #memes                               || Content: https://vxtwitter.com/catsareblessing/status/1986508888074826050?t=6...
[11/07/2025 10:23:58.236 AM] Edit     || User: ludavis             || Channel: #memes                               || https://vxtwitter.com/catsareblessing/status/1986508888074826050?t=66s9h2JR6X...
